sentiment	review
1	Arun Kabeli Power IPO collected Rs 1.13 arba from 18,000 applicants on first day; oversubscribed by more than 4 times
1	NMB Sulav Investment Fund-1 & Nabil Balanced Fund -1 reports NAV plunges to Rs 17.51 & Rs 26.33 respectively on Ashwin end
1	Meager profit growth of Prime Commercial Bank by 13.80% to Rs 25.10 crore in Q1; Announces 23% stock dividend
1	Muktinath & Shangri-La Dev. Bank profit rises by 45.39 % & 38.86 % respectively in Q1
1	NMB Hybrid Fund L-1 mutual fund scheme allotment concludes; Small & Big Investors allotted 83.22 % & 15.77 % respectively; No lottery
1	Hurry up; Last day to secure 50% right share of Janata Bank
1	Sanima Mai Hydropower appoints NCM Merchant as issue manager for 100% right share; Paid up to reach Rs 2.11 arba
1	NMB Hybrid Fund L-1 allotment of 8 crore unit public issue shares today
1	18 investor’s allotted 41,837 units auctioned ordinary shares of NB Insurance; Cut-off price stood Rs.1151.51
1	Civil Bank trading resumes from today; trading started from Rs 255 in Nepse
1	Synergy Finance SGM on Mangsir 5; to endorse 25% right share
1	Pokhara Finance registers profit increment by staggering 119.55% to Rs 1.64 crore in Q1; NPL stands at 2.16%
1	Suryodaya Laghubitta refunding IPO non-allottees from today; direct refund in a/c holders’ respective bank a/c
1	Arun Kabeli Power issuing 30 lakh kitta IPO shares from today; Applicants can apply up to 15,000 Kitta
1	NMB Microfinance net profit mounts by 106.77% in Q1; EPS at Rs 43.94
1	Pokhara Finance 20th AGM today; to endorse 13.50 % bonus & 15% right share; to float 9.83 lakh unit FPO shares
1	Last day to secure 14.28% & 150% right share of Himalayan Bank & Seti finance respectively; Book closure tomorow
1	Sebon forms committee to attract NRNs investment in secondary market; draft to be prepared within couple of months
1	3rd AGM of Ngadi Power on Kartik 29; to endorse 30% right share & 5% cash dividend
1	NEPSE listed 40.91 lakh unit bonus & right shares of Reliable & Shangrila Dev. Bank
1	Saptakoshi Development Bank receives Icra Grade 4 for upcoming 100% right issue
1	First Microfinance Q1 earning surges by 35.96% to Rs 1.50 crore; Paid up capital stands at Rs 26.45 crore
1	Triveni Bikas Bank to issue 50% (41 lakh units) right share from Kartik 23; Paid up capital to reach Rs 1.23 arba
1	Himalayan & Janata Bank 14.28% & 50% right share book closure on Kartik 10 & 11 respectively
1	Agricultural Dev. Bank issuing 50% (1.96 crore units) right shares from today
1	Nepse Index rises by 8.10 points with turnover of Rs 92.84 crore; 3.81 lakh unit shares of BOKL traded today
1	Sebon bars trading of Prabhu Bank; trading suspended in Nepse
1	Mirmire Microfinance announces 50% stock dividend; Paid up capital to reach Rs 3 crore
1	Araniko Dev. Bank to issue 36% (9.28 lakh unit) right shares from Kartik 8; Book Closure on Ashwin 28
1	Manaslu Bikas Bank to auction 46,361.25 unit ordinary shares at Rs 100 & above from Kartik 7
1	Mount Makalu 150% right share closing today; LTP at Rs 820
1	First Microfinance 7th AGM today; to endorse 15% bonus & 50% right share
1	NIC Asia’s 19th AGM approved 26% bonus & 15% right share
1	Nepal’s economy to grow by 4pc
1	13.24 lakh units bonus share listed in Nepse; Deprosc Laghubitta 9.46 lakh units promoter share converted
1	Low selling pressure led market in upward trend; Index rises by 18.10 point with turnover of Rs 1.12 arba
1	Kumari Bank to acquire Kasthamandap Dev Bank & 3 other BFIs; trading of Kasthamandap Dev. Bank halted in Nepse from today
1	Sanima Bank 12th AGM on Ashwin 28; to endorse 15% bonus & 30% right share, acquiring Bagmati Dev. Bank
1	Cut off price for 1.68 lakh unit auctioned ordinary shares of Sanima Bank stood Rs 690
1	Nepal SBI Bank proposes 28% bonus share & to issue 67,767.87 units FPO share
1	Nabil Bank to approve 30% stock & 15% cash dividend; 32nd AGM today
1	Last day to bid 73,661.50 unit shares of Ridi hydropower at Rs 100 & above; offer ends today
1	Last day to clinch 32% & 25% stock dividend of Nepal Bangladesh Bank & Tinau Bikas Bank respectively
1	19th AGM of NIC Asia Bank today; to endorse 26% bonus & 15% right share
1	Nepse Index rises by 16.62 points with turnover of Rs 79.02 crore; Insurance sector surges by 135.45 points
1	Western Development Bank 100% (15.69 lakh unit) Right Share book closure on Kartik 2
1	Citizens Bank 10th AGM approved 15.80% bonus & 25% right share; urges shareholders to open Demat account for bonus share
1	Prabhu Bank trading resumes from today at Rs 363
1	Arun Kabeli Hydropower receives approval from Sebon to issue 30 lakh units IPO shares; IPO to be floated from Kartik 7
1	Laxmi Bank SGM on Kartik 7; to endorse acquisition with Professional Diyalo & issuance of 1:1 right share after acquisition
1	Prabhu Bank to resume trading from tomorrow; trading price to start from Rs 363
1	Nepal Life Insurance seeking approval from Sebon to float 30.96 lakh unit FPO shares; FPO price yet to be fixed
1	Stock Market surges by double digit; Index rises by 10.40 points with turnover of Rs 88.70 crore
1	Araniko Dev Bank 36% Right Shares book closure on Ashwin 28; only 5 trading days left
1	Womi Microfinance declares 20% stock dividend; Paid up to reach Rs 6.48 crore
1	Civil Bank & International Leasing & Finance joint transaction to start from Kartik 1 as Civil Bank
1	Last day to bid 1.68 lakh unit auctioned ordinary shares of Sanima Bank at Rs 100 & above
1	Last day to clinch 33.33% & 13.50% bonus share of Sunrise Bank & Pokhara Finance respectively
1	Last day to secure 25% right share of Siddhartha Bank; Book closure tomorrow
1	Last day to apply 33% & 50% right share of Prime Commercial Bank & Womi Microfinance respectively
1	Citizens Bank 10th AGM today; to endorse 15.80% bonus & 25% right share
1	Sebon approves to issue 7:1 (64.27 lakh units) Right Share of Himalayan Bank
1	Laxmi Laghubitta & Sahara Bikas Bank issuing 100% & 150% right shares respectively from today
1	Shree Investment & Finance 22nd AGM on Ashwin 21; to endorse 10.50% bonus share & merger with Everest Finance
1	Nepse Index rises by 4.28 points on last trading day; Turnover above Rs 81.24 crore
1	Standard Chartered, Prabhu & Citizens Bank bonus & right share listed in Nepse
1	Kumari Bank & Kamana Bikas Bank trading resumes from today; Kumari & Kamana trading starts from Rs 347 & Rs 269 respectively
1	Sebon approves to issue 50% & 120% right share of Nagbeli & NMB Microfinance respectively
1	Laxmi Value Fund-1 earning surges by 35.75% to Rs 12.97 crore; NAV rises to Rs 13.61
1	National Microfinance refunding IPO non-allottees from today; applicants having A/C in 8 BFIs to get refund in respective A/C
1	10th AGM of Tinau Dev Bank to endorse 25% bonus and 35% right share; AGM on Kartik 8
1	Loan growth surpasses deposit mobilization
1	Laxmi Bank SGM to endorse Professional Diyalo acquisition within one month; 100% right share shall be issued within November, 2016
1	Bank of Kathmandu Lumbini trading resumes from today after successful merger with Lumbini Bank; Trading starts from Rs 464
1	Banks unenthusiastic about productive sector loans
1	Selling pressure led market nosedive by 36.27 points to close at 1730.64 points; turnover of Rs 1.05 arba
1	Last day to grab IPO shares worth Rs 11.50 crore of United Modi Hydropower for the locals of Parbat district
1	Last day to secure 50% Right Share of Agricultural Dev Bank; LTP stood Rs 1019; Book closure tomorrow
1	Sahara Bikas Bank releasing 1:1.5 (3.54 lakh units) right shares from Ashwin 14;Paid up to reach Rs 5.90 crore
1	Last day to apply 30% right share of Century Commercial Bank; offer ends today
1	Sanima Bank auctioning 1.68 lakh unit ordinary shares at Rs 100 & above from today
1	Miteri Dev Bank declares 30 % stock dividend; book closure of 50% right share on Ashwin 6
1	Nabil Balance Fund-1 proposes 30% cash dividend to unit holders
1	Gandaki & Fewa Bikas Bank trading suspended in Nepse following merger process
1	Sanima Bank to auction 1.68 lakh unit ordinary shares at Rs 100 & above from Ashwin 9; LTP stood Rs 760
1	Laxmi Laghubitta to issue 100% (11 lakh unit) right shares from Ashwin 14; Paid up capital to reach Rs 22 crore
1	United Modi Hydropower floating 11.50 lakh unit IPO shares for the locals of Parbat district from today
1	NMB Bank sponsored (NMB Hybrid Fund L-1) mutual fund scheme worth Rs 80 crore from today
1	United Finance 25% right share closing today; LTP at Rs 455
1	Last day to apply 50%, 100% & 80% right share of Manaslu Bikas Bank, Sindhu Bikas Bank & NB Insurance respectively
1	SEBON approved Sanima Capital to function as Merchant Banker
1	Nepse Index rises by 14.65 with turnover of Rs 1.64 arba; Banking sector surges by double digit
1	Mahalaxmi Bikas Bank starts joint transaction from today after successful merger
1	NMB Capital offers public issue worth Rs 80 crore of its mutual fund scheme (NMB Hybrid Fund L-1) from Bhadra 26
1	Api Power 13th AGM successfully conducted; 5% bonus approved; 113 MW hydropower projects in pipeline
1	Ridi Hydropower to auction unsold 73,661.50 unit shares at Rs 100 & above from Ashwin 4
1	Nepal Bangladesh Bank announces 32% bonus; 80% right share to follow; Paid up to reach Rs 7.22 arba after bonus and right
1	NRB to import greenbacks to beat dollar drought
1	CEDB Hydro fund issuing 30% Right Share from today
1	CBIL Capital approved by SEBON to function as Merchant Banker
1	Final Update; Suryodaya Laghubitta IPO collected Rs 3.71 arba (Oversubscribed by 340.44 times) from 1.11 lakh applicants till last day
1	United Modi Hydropower to float 11.50 lakh unit IPO shares for the locals of Parbat district from Bhadra 26
1	Book Closure for 30% & 16% cash dividend of SIGS & SEOS respectively on Bhadra 24; 5 trading days left
1	19th AGM of Arun Valley Hydropower today; to approve 10% bonus share; FPO of 31.57 lakh unit shares in pipeline
1	Market up by 7.73 points to close at 1805.18 points; Turnover above Rs 1.35 arba
1	SEBON approves Right Share of Muktinath, Miteri & Araniko Development Bank
1	Asha Laghubitta in operation; to issue IPO worth Rs 3 crore
1	Mount Makalu Dev. Bank issuing 150% (3.90 lakh unit) Right Share from today; closes on Ashwin 19
1	Tourism Dev Bank SGM approved 1:1 right share; to acquire Kalinchowk & Matribhumi Bikas Bank
1	Last day to clinch 50% Right Share of Guheswori Merchant Banking & Finance ; Book Closure on Sunday
1	Know which commercial bank is cost efficient and which one is costlier (Exclusive study)
1	Nepse Index rises by 9.37 points to close at 1797.45 points; Hydropower sector plunges by 103.31 points
1	Sebon forms committee to work out on FPO/ Right share of unregulated companies; urges concerned authorities for recommendation
1	Saptakoshi & Tinau Dev. Bank announces 11% & 25% stock dividend repectively; United Finance proposes 20% stock dividend
1	Nepal Investment Bank 30th AGM on Ashwin 11; to endorse 20% stock& 21% cash dividend, Book closure on Bhadra 21
1	Last day to grab 1.20 lakh unit IPO shares of Suryodaya Laghubitta; already oversubscribed by 170 times till third day
1	Last day to bid 9.67 lakh unit auctioned promoter shares of Shangri-La Dev. Bank at Rs 100 & above
1	Tourism, Matribhumi & Kalinchowk Dev Bank separate SGM today; to endorse acquisition with Matribhumi & Kalinchowk Dev Bank; Tourism to approve 100% right share
1	Ngadi Group signs agreement with NEPSE to list 48.68 lakh unit ordinary shares; to be listed on Bhadra 22
1	Mahindra launches Supro Van & Maxitruck at NADA Auto Show 2016
1	Market up by double digit today; rises by 21.54 points with turnover of Rs 1.45 arba
1	Understand why Himalayan General Insurance proposed to issue 220% Right Shares to its shareholders?
1	Suryodaya Laghubitta IPO crosses Rs 95.30 crore from more than 15,000 applicants till second day; oversubscribed by 87.43 times
1	Sebon approves 100% Right Share of Laxmi Laghubitta
1	Laxmi Value Fund profit plunges by 64.14% to Rs.9.55 crore; NAV decreased to Rs 12.93
1	Citizens Bank declares 24.49% Stock Dividend; Paid up capital to reach Rs 5.50 arba;Right & auction shareholders not eligible for bonus share
1	Vibor & Society Dev Bank joint operation to start from Bhadra 17 as Vibor Society Dev Bank
1	Last day to clinch 15% cash dividend of NIBL Samriddhi Fund-1; LTP stood Rs 15.05
1	Banks told to make deprived sector lending in phase-wise manner
1	Market up by 18.32 points with turnover of Rs 1.50 arba
1	Api Power grabs tender for 19.5MW Solar Power Plant Installation
1	Suryodaya Laghubitta IPO collected Rs 37.21 crore (oversubscribed by 34.08 times) 11,169 from applicants on first day
1	Cosmos Development Bank extends ongoing 100% right share issue till Bhadra 28
1	Womi Microfinance issuing 50% (1,80,000 units) right shares from today till Ashoj 26
1	Dibyashwari Hydropower to refund IPO non allottees from today
1	Banks’ real estate lending up Rs 46b
1	57 new industries registered in first month of fiscal year
1	Nepse Index surges by 17.61 points with turnover of Rs 1.35 arba; Insurance sector up by 57.26 points
1	Book closure for dividend of Rs 1,020 per share of Unilever Nepal on Bhadra 19; Only 4 trading days left
1	Last day to grab 7 lakh unit IPO shares of Synergy Power for local resident of Dolakha District; Collected Rs 13 crore from 3,500 applicants
1	Prime Bank releasing 3:1(1.23 crore units) right shares from today
1	Suryodaya Laghubitta issuing 1.20 lakh kitta IPO shares from today; Applicants can apply up to 1,000 Kitta
1	NIC Asia Bank declares 26% Bonus & 15% Right share; Paid up capital to reach 6.62 arba; Shree Investment & Finance proposes 10.5% bonus share
1	Final Update; RSDC Laghubitta IPO collected Rs 8.29 arba (Oversubscribed by 222.84 times) from 1.58 lakh applicants till last day
1	Citizens Bank to auction unsold 7.05 lakh unit shares at Rs 100& above from Bhadra 24; LTP stood Rs 696
1	Shangri-La Dev. Bank auctioning 9.67 lakh unit promoter right shares at Rs 100 & above from today; Only promoter shareholders can bid till Bhadra15
1	Civil Bank SGM today; to endorse merger with International Leasing & Finance Company
1	International Leasing & Finance 19th & 20th AGM today; to endorse merger process with Civil Bank
1	Arun III, locals haggle over land compensation
1	Arun Kabeli Power 6th AGM on Ashwin 1; to endorse acquisition with other hydropower companies
1	Dibyashwari Hydropower to refund IPO non allottees from Bhadra 13
1	NMB Sulav Investment fund-1 reports NAV of Rs 19.03 on Shrawan end; Profit declined to Rs 5.73 crore from Rs 18.69 crore
1	Dibyashwari Hydropower IPO allotment concludes; up to Rs 87,000 under lottery; above that flat 1.1 % to all the investors
1	Himalayan General Insurance SGM to endorse 1:2.2 right share; paid up to reach Rs 1.02 arba
1	Last day to grab 4 lakh units IPO shares of RSDC Laghubitta; Oversubscribed by more than 100 times till third day
1	Bagmati Dev Bank declares 14% stock dividend
1	Paschimanchal Finance 20th AGM today; to endorse 15% bonus share; cancels endorsement of 75% right shares
1	Sanima Mai Hydropower 5th AGM on Bhadra 31; to endorse 100% Right Share
1	Dibyashwari Hydropower IPO allotment tomorrow; likely to get flat 1.1%; lottery up to Rs 87,000
1	Nepal Grameen Q4 earning surges by 44.60% to Rs 26.25 crore; Reserve increased to Rs 1.51 crore from negative Rs 23.96 crore
1	Api Power Company awarded Tender Contract from NEA
1	RSDC Laghubitta IPO oversubscribed by 53.22 times till second day; collected Rs 1.98 arba from 42,500 applicants
1	Cut off price for 3.99 lakh units auctioned promoter shares of Citizen Investment Trust by Nepal bank stood Rs 3,503; 6 applicants bid for 3.39 lakh unit shares
1	After downfall of 84.76 points in 3 trading days, market uplifts positively by 22.64 points with turnover of Rs 1.06 arba
1	Unilever Nepal earning surpassed by massive 231.01% in Q4; EPS increases to Rs 1,139 from Rs 344
1	Sebon approves 50% right share of Guheswori Merchant Banking & Finance
1	Civil Bank earning accelerates by 46.34% to Rs 33.66 crore in Q4; NPL at 2.70%
1	Summit micro finance net profit upswings by 33.77 % in Q4; EPS at Rs 74.47
1	United Finance extends 25% right share till Bhadra 26
1	Rastriya Beema Sansthan & Premier Insurance earns Rs16.37 cr & Rs18.57 cr respectively in Q4
1	“Corrections & Crashes create investment opportunities”; Future Strategy during NEPSE Correction
1	Suryodaya Laghubitta to float 1.20 lakh kitta IPO shares from Bhadra 12; Applicants can apply up to 1,000 Kitta
1	Chilime & Ridi Hydropower earns Rs 92.99 crore & Rs 1.85 crore respectively in Q4
1	Agricultural Dev Bank appoints Ace Capital as issue manager for upcoming 50% (1.96 crore units)Right Share
1	Despite of Rs 3.23 arba for staff expenses Agricultural Dev Bank earns Rs 2.57 arba in Q4
1	Rastriya Banijya Bank earns Rs 2.64 arba in Q4;NPL at 3.95%
1	Last day to bid 3,889 units’ promoter right share of Jhimruk Bikas bank
1	Upper Tamakoshi Hydropower Project: 80pc works done; to complete in 2 years
1	Surya Life Ins. profit doubles by 130.21% to Rs 2.83 crore
1	Api Power announces 5% stock dividend; book closure on Bhadra 1
1	NEPSE urges investors to invest calmly
1	Market closes striking 5.04% circuit break; positive sentiment in investors uplifts market
1	Shikhar Insurance reserve rises by whopping 269.33% to Rs 45.94 crore in Q4; Policy holder grew to 2.28 lakh
1	Century Commercial Bank Q4 profit hikes by 46.67% to Rs 38.26 cr ; reserve increased to Rs 53.26 cr
1	Machhapuchchhre Bank earning accelerates by 44.68% to Rs 89.18 crore in Q4; NPL mere 0.55%
1	SEBON dismisses committee investigating illegitimate flow of capital in stock market
1	ShareSansar sucessfully conducted ‘Meet & Greet Program’
1	Cut off price for 4.33 lakh unit ordinary shares of NIC Asia Bank stood at Rs 792; LTP at Rs 849
1	19th AGM of Arun Valley Hydropower to approve 10% bonus share; FPO of 31.57 lakh unit shares in pipeline
1	Nepal Investment Bank Q4 earning surges by 31.82% to Rs 2.59 arba; Reserve rises to Rs 10.62 arba; to acquire Ace Dev Bank
1	Outstanding profit growth of Janata & Kumari Bank by 116.39% & 87.47% respectively in Q4
1	Net profit of Nepal Bank to be above Rs 3 arba in Q4 of FY 72/73
1	NB Insurance & Sindhu Bikas Bank issuing 80% & 100% Right Shares respectively from today
1	Hamro Bikas Bank trading resumes from today; merger cancelled with Jyoti & Jhimruk Bikas Bank
1	Manaslu Bikas Bank issuing 50% Right Shares from today; ends on Bhadra 26
1	Garima & Bhargav Bikas Bank earns Rs 22.37 crore & 2.58 crore respectively in Q4
1	Khanikhola Hydropower IPO allotment concludes: up to Rs 60,000 under lottery; above that flat 1.60% to all the Investors
1	150% Right Shares of Mount Makalu Dev. Bank receives approval from SEBON
1	Nepse Index creates a new high of 39.66 points to close at 1,838.49 points supported by all time high turnover of Rs 2.24 arba
1	Mero Microfinance reports astounding profit growth of 83.34% in Q4; Reserve increases to Rs 11.78 crore
1	ICRA Nepal assigns Grade 5 to IPO issue of Aankhu Khola Jalvidut Company
1	Sanima Bank Q4 earning surges by massive 68.17% to Rs 1.04 arba; NPL mere 0.02%, EPS at Rs 34.17
1	Book closure for 50% right issue of Purnima Bikas Bank on Shrawan 20; LTP stood Rs 665
1	Mega Bank to issue 81.01 lakh unit Right Share from Shrawan 27; Paid up capital to reach Rs 4.05 arba
1	National Microfinance to float 3 lakh kitta IPO shares from Shrawan 16; Investors can apply up to 10, 000 kitta
1	Trading at Nepse probably to start from tomorrow implementing new broker commission
1	Synergy Power to issue 7 lakh unit IPO shares for the locals of Dolakha district from Shrawan 16
1	NB Insurance to issue 80% (12 lakh unit) Right Shares from Shrawan 23; LTP stood Rs 87.72
1	Reminder; Last day to clinch 25% right share of Mega Bank; LTP at Rs 601
1	Citizens Bank 55% Right Share offer ends today; Last day for shareholders
1	Six companies listed 47.95 lakh units in bonus & right shares in Nepse; Nerude Laghubitta & Deva Bikas Bank converts promoter/public share to 51:49
1	Jhimruk Bikas Bank to auction 3,889 unit promoter right shares at Rs 100 & above from Shrawan 24
1	Century Bank 30% Right Share approved by SEBON
1	Khanikhola Hydropower IPO allotment on Shrawan 11; offer oversubscribed by 73 times
1	Sebon approves 33.33% & 30% right share of Prime & Century Commercial Bank respectively
1	NIC Asia auctioning unsold 4.33 lakh unit shares at Rs 100 & above from yesterday (Shrawan 6); Bidders must bid for minimum 100 units
1	Citizens Bank registers impressive profit growth of 52.37% in Q4; reserve increased to Rs 1.72 arba
1	Massive profit growth of Malika Vikas Bank by 100.20% in Q4, NPL stands at 1.69%
1	NIC Asia & Shikhar Insurance ties up for Health Insurance & Secure Mind
1	Central bank to introduce IRC by August 16
1	Nepse Index went up by 11.99 points to close at 1,798.83 points; except hydropower, all sector lands on green
1	Butwal Power to auction 1.88 lakh units unclaimed right shares at Rs 100 & above from Shrawan 21
1	Matribhumi Bikas Bank earns Rs 87.29 lakh in Q4; NPL drops to 0.21%
1	Last day to secure 100% & 50% Right Share of Sindhu Bikas Bank & Mithila Laghubitta respectively
1	Cosmos Dev Bank organized review program; net profit surged by 64% till FY 2072/73
1	Shangri-La Dev Bank earns operating profit of Rs 35 cr till date; to auction 9.67 lakh units promoter share
1	Nepal SBI Bank gives scholarship worth Rs 3.30 lakh to students of Nandi Madhyamik Vidhyalaya
1	Agricultural Dev Bank auctioning 19.68 lakh units unclaimed right shares from today; Bidders can apply up to 10,000 units
1	Nepal SBI Bank & Bank of Kathmandu Lumbini earns Rs1.33 arba & Rs 75.81 crore respectively in Q4
1	Machhapuchchhre Bank auctioning 3.71 lakh units unclaimed right shares from Falgun 27 at Rs 100 and above; LTP at Rs 367
1	Deadline to apply for 50% right share of Deva Bikas Bank extended till Falgun 27; LTP at Rs 194
-1	ICRA Nepal assigns Grade 4 to 50% right issue of Nerude Laghubitta Bikas Bank
-1	Global IME Bank and Pacific Development Bank joint operation from Falgun 1 as Global IME Bank Limited
-1	NEPSE falls 5 days in a row; Turnover increases slightly
-1	Life Insurance Corporation (Nepal) appoints Mr. VK Sharma as chairman
-1	Everest Bank earns Rs 97.15 crore in Q2; EPS drops to Rs 42.93 after bonus
-1	NIC Asia auctioning 2.21 crore mutual fund units & 65,000 units National Life Insurance (promoter) shares
-1	Neco Insurance profit growth at astounding 119% to Rs 7.33 crore; Insurance fund up 59%
-1	NIDC Development Bank shows an astounding growth of 92% in the net profit; Net worth at Rs 855.62
-1	Saptakoshi Development Bank shows an astonishing growth of 495% in the net profit; EPS at Rs 18.94
-1	15th AGM of Prudential Insurance to endorse 20% bonus & 30% right share; AGM on Falgun 27
-1	Icra Nepal assigns Grade 5 to IPO issue of Joshi Hydropower Dev. Company
-1	Forward Microfinance IPO collection update; Rs 6.20 arba from 1.30 lakh applications
-1	Citizens Bank conducts Financial Literacy program; signs pact with Casco Financial Services
-1	Shiva Bahadur Shrestha elected as Independent Director of Gurans Life Insurance
-1	NEPSE posts a meager drop of 4.24 points as investors in wait and watch phase
-1	SEBON acknowledges odd lot trading
-1	Rural Microfinance & Nepal Bank sign pact for banking transaction
-1	Ngadi Group Power publishes noncumulative Q2 report; earns Rs 1.59 crore in Q2
-1	Astounding profit growth of Nepal Bank by 80.79% to Rs 1.89 arba in Q2; Reserve increases to Rs 2.26 arba
-1	NEPSE adjusts price of Sahara Bikas Bank after one month of cancellation of merger with Sahayogi Bikas Bank
-1	Reliable Microfinance reports 38% drop in net profit; NPL up to 1.88%
-1	Vibor Society Dev Bank and Lumbini Finance to merge; trading halt in NEPSE
-1	Machhapuchchhre Bank & 2 other commercial banks signs pact with Tehrathum Power Company for consortium loan
-1	Sunrise Bank & NIDC Capital Markets Ltd joint transaction to start from Magh 28 as Sunrise Bank Ltd
-1	Everest Bank re-launches “Saugat Bachat Khata” with attractive Interest Rate
-1	Nepal SBI Bank launches online ASBA for the first time in Nepal; also introduces Online D-MAT services
-1	Swabalamban Laghubitta reports a meager 13% rise in net profit; EPS at Rs 67.74
-1	Reliance Finance reports 248% rise in net profit; NPL down to 3.06%
-1	Yak and Yeti Hotel 40th AGM on Falgun 18
-1	NEPSE catches bearish trend; turnover limited to just Rs 23.61 crore
-1	SEBON conducts ‘Capital Market Awareness Program’ in Dang, Salyan & Rukum
-1	National Life Insurance appoints NIBL Capital Markets as issue manager for 100% right
-1	Last day to bid 51,090 units ordinary and 43,759 units promoter shares of Araniko Development Bank
-1	26.40 lakh units Ordinary shares of Dibyashwori Hydropower listed
-1	Chaudhary Group and Nimbus to incubate Start-ups
-1	Cutoff price for 1.13 lakh units auctioned shares of Muktinath Bikas Bank stood at Rs 613
-1	20th AGM of Taragaon Regency Hotels on Falgun 17
-1	NEPSE lists 1.10 crore units bonus and right shares of Siddhartha Bank & 7 other companies
-1	Nepal SBI Bank FPO concludes; all allottees allotted 10 kitta through lottery
-1	Nepal SBI Bank FPO Allotment Module
-1	NEPSE loses 17.95 points; turnover above Rs 26.14 crore
-1	Guheswori Merchant Banking and Finance reports 46% rise in net profit; NPL down to 0.76%
-1	Nepal SBI Bank FPO allotment today
-1	Cutoff price for 3.57 lakh units auctioned shares of Triveni Bikas Bank stood at Rs 202; promoter cutoff stood at Rs 100
-1	Last day to apply 50% right share of Kanchan Dev. Bank; LTP at Rs 310
-1	Mahalaxmi Bikas Bank reports 158% rise in net profit; EPS at Rs 22.26
-1	Citizens Bank shifts its central office to Narayanhiti path, Kathmandu
-1	Odd lot trading to be introduced in NEPSE from Magh 23, 2073
-1	Mini IPO of Sagoon gets approval; all set to float IPO in America
-1	Deprosc Laghubitta 15th AGM on Falgun 23; to endorse 35% stock & 17.63% cash dividend
-1	Kanchan Dev. Bank earns Rs 2.97 crore in Q2; NPL increases to 1.97%
-1	Synergy Finance registers massive profit growth by 22 times to Rs 18.51 crore in Q2
-1	Lumbini General Insurance enters into 13th year of operation
-1	Book Closure for 100% right share of Deprosc Laghubitta on Falgun 2
-1	United Modi Hydropower distributing IPO share certificate to locals of project affected area from today
-1	Sahara Bikas Bank earns Rs 41.44 lakh in Q2; NPL at 5.37%
-1	Garima Bikas Bank’s 10th AGM on Falgun 6; to endorse 20% bonus & 70% right share
-1	Shikhar Insurance appoints NIBL Capital Markets as issue manager for its upcoming FPO
-1	Minor correction seen in the market; turnover stood at Rs 54.31 crore
-1	SEBON approves 17.25 lakh units IPO shares of United Modi Hydropower
-1	Nepal Bankers’ Association turn up with 7 suggestions including elongation of tenure to meet paid up capital requirement
-1	Last day to bid 3.57 lakh units auctioned shares of Triveni Bikas Bank at Rs 100 & above
-1	Last day to secure 28% & 20% bonus share of Nepal SBI Bank & Garima Bikas Bank respectively
-1	Nerude Laghubitta Bikas Bank 50% right share approved by SEBON
-1	Raptibheri Bikas Bank’s 200% right share in SEBON pipeline
-1	NIC Asia Bank extends Dhanbarsha Muddati Yojana to institutional depositors
-1	NEPSE to start process for online trading system
-1	Prudential Insurance AGM on Falgun 27
-1	Cut off price for 1.58 lakh units auctioned ordinary shares of Siddhartha Bank stood at Rs 812.5
-1	Trading of Nabil Equity Fund starts in NEPSE
-1	Swap ratio for companies being acquired by Kumari Bank fixed at 100:85
-1	Nepal SBI Bank FPO allotment next week; FPO oversubscribed by 73 times
-1	Last day to secure 39% bonus share of Siddhartha Bank
-1	Last day to bid 1.13 lakh units auctioned shares of Muktinath Bikas Bank at Rs 100 & above
-1	NEPSE to remain closed for the observance of Martyr’s Day
-1	Unique Finance reports 34% drop in net profit; NPL rises to 0.34%
-1	HH Bajaj inaugurates new showroom in Mahendranagar
-1	Citizens Bank awarded in “Best Presented Annual Report Awards 2015”
-1	Global IME Sammunat Scheme-1 reports drop in NAV; loss of Rs 1.24 crore
-1	Progressive Finance reports drop in net profit by 69.39%; Operating profit increases by 540.54%
-1	Forward Microfinance IPO oversubscribed by over 101 times; final data pending
-1	Shikhar Insurance to float 13.62 lakh units FPO shares at Rs 1,620 per unit
-1	Neco Insurance to issue 100% (32.40 lakh units) Right Share from Falgun 3; Offer closes on Chaitra 7
-1	Laxmi Value Fund-1 NAV decreases to Rs 12.04; reports profit of Rs. 5.10 Crores in Mangsir
-1	NIDC Capital Markets reports 35.26% drop in net profit; NPL drops to 2.78%
-1	Premier Insurance amends the quantity of FPO shares
-1	Api Power Company signs pact with Nepal SBI Bank & Prabhu Bank for Rs 1 arba loan
-1	SEBON dismisses provision of collecting IPO/FPO amount in Nepal Rastra Bank
-1	Siddhartha Dev Bank net profit surges by 24.94% to Rs 18.68 crore in Q2; NPL increases to 2.78%
-1	Bikas Udhyami launches “Nepal in Data”: A Gateway to Development Statistics on Nepal
-1	Citizens Bank signs remittance pact with CG Finco Remit
-1	Gandaki Bikas Bank enters into 13th year of operation
-1	Nepal Grameen Bikas Bank 2nd AGM today; no dividend this time
-1	Tourism Development Bank’s 100% right share in SEBON pipeline
-1	Premier Insurance 6.59 lakh units FPO shares in SEBON pipeline
-1	Dramatic swing in NEPSE; closes at lowest of 2073
-1	Last day to apply for 100% right shares of Namaste Bittiya Sanstha Limited; offer ends today
-1	Triveni Bikas Bank auctioning 3.57 lakh units unclaimed right shares from today at Rs 100 and above
-1	Siddhartha Bank 15th AGM on Falgun 5; to endorse 39% bonus & 30% right share
